;road_0_1_0 r,road_1_0_1 r,road_1_2_3 r,road_2_1_2 r,
2.0 -4.04867536848451 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -36.31606410997267 1.5707963267948966 flow_22_0 0 5.0 2.0,-291.0 -2.0 0.0 flow_38_0 0 5.0 2.0,-21.748277467515835 -2.0 0.0 flow_24_0 0 5.0 2.0,13.881189142325127 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,2.0 -13.061952424995809 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 142.23500000000005 -1.5707963267948966 flow_30_0 0 5.0 2.0,2.0 -52.09516049072374 1.5707963267948966 flow_26_0 0 5.0 2.0,24.522137486144119 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-41.591771981352717 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 274.3473611111114 1.5707963267948966 flow_12_0 0 5.0 2.0,2.0 119.09627556343247 1.5707963267948966 flow_14_0 0 5.0 2.0,-196.3939259853188 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,41.62319905547165 -2.0 0.0 flow_13_0 0 5.0 2.0,-264.445 -2.0 0.0 flow_35_0 0 5.0 2.0,291.0 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -231.115 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -59.595160490723717 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -28.18563504195174 1.5707963267948966 flow_19_0 0 5.0 2.0,-5.827633625500141 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -20.56195242499581 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -275.0 1.5707963267948966 flow_36_0 0 5.0 2.0,-13.875965987734333 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -197.78500000000003 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -44.59516049072374 1.5707963267948966 flow_23_0 0 5.0 2.0,-208.895 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -164.455 1.5707963267948966 flow_31_0 0 5.0 2.0,196.42504081378076 -2.0 0.0 flow_11_0 0 5.0 2.0,5.833873719536655 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -296.0 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r,road_1_0_1 g,road_1_2_3 g,road_2_1_2 r,
2.0 -1.04867536848451 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -36.31606410997267 1.5707963267948966 flow_22_0 0 5.0 2.0,-284.0 -2.0 0.0 flow_38_0 0 5.0 2.0,-21.375965987734334 -2.0 0.0 flow_24_0 0 5.0 2.0,13.881189142325127 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-299.0 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -12.061952424995809 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 131.12499999999998 -1.5707963267948966 flow_30_0 0 5.0 2.0,2.0 -52.09516049072374 1.5707963267948966 flow_26_0 0 5.0 2.0,21.46988384580436 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-52.701771981352717 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 285.4573611111114 1.5707963267948966 flow_12_0 0 5.0 2.0,2.0 130.20627556343249 1.5707963267948966 flow_14_0 0 5.0 2.0,-207.5039259853188 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,52.73319905547165 -2.0 0.0 flow_13_0 0 5.0 2.0,-253.33499999999999 -2.0 0.0 flow_35_0 0 5.0 2.0,284.0 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -220.005 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -59.595160490723717 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -28.18563504195174 1.5707963267948966 flow_19_0 0 5.0 2.0,-5.827633625500141 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -20.56195242499581 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -264.445 1.5707963267948966 flow_36_0 0 5.0 2.0,-13.875965987734333 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -186.675 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -44.59516049072374 1.5707963267948966 flow_23_0 0 5.0 2.0,-197.78500000000003 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -153.34500000000004 1.5707963267948966 flow_31_0 0 5.0 2.0,207.53504081378078 -2.0 0.0 flow_11_0 0 5.0 2.0,5.833873719536655 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -291.0 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r,road_1_0_1 g,road_1_2_3 g,road_2_1_2 r,
2.0 3.95132463151549 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -36.31606410997267 1.5707963267948966 flow_22_0 0 5.0 2.0,-275.0 -2.0 0.0 flow_38_0 0 5.0 2.0,-21.375965987734334 -2.0 0.0 flow_24_0 0 5.0 2.0,13.881189142325127 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-296.0 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -9.259297013693527 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 120.01499999999999 -1.5707963267948966 flow_30_0 0 5.0 2.0,2.0 -52.09516049072374 1.5707963267948966 flow_26_0 0 5.0 2.0,21.381189142325128 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-63.811771981352709 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 296.56736111111146 1.5707963267948966 flow_12_0 0 5.0 2.0,2.0 141.31627556343248 1.5707963267948966 flow_14_0 0 5.0 2.0,-218.61392598531882 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,63.84319905547165 -2.0 0.0 flow_13_0 0 5.0 2.0,-242.225 -2.0 0.0 flow_35_0 0 5.0 2.0,275.0 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -208.895 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -59.595160490723717 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -28.18563504195174 1.5707963267948966 flow_19_0 0 5.0 2.0,-5.827633625500141 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -299.0 1.5707963267948966 flow_42_0 0 5.0 2.0,2.0 -19.81195242499581 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -253.33499999999999 1.5707963267948966 flow_36_0 0 5.0 2.0,-13.875965987734333 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -175.565 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -44.59516049072374 1.5707963267948966 flow_23_0 0 5.0 2.0,-186.675 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -142.23500000000005 1.5707963267948966 flow_31_0 0 5.0 2.0,218.64504081378079 -2.0 0.0 flow_11_0 0 5.0 2.0,5.833873719536655 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -284.0 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r,road_1_0_1 r,road_1_2_3 r,road_2_1_2 r,
2.0 10.95132463151549 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -36.31606410997267 1.5707963267948966 flow_22_0 0 5.0 2.0,-264.445 -2.0 0.0 flow_38_0 0 5.0 2.0,-21.375965987734334 -2.0 0.0 flow_24_0 0 5.0 2.0,13.881189142325127 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-291.0 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -6.555313896740131 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 108.90499999999997 -1.5707963267948966 flow_30_0 0 5.0 2.0,2.0 -52.09516049072374 1.5707963267948966 flow_26_0 0 5.0 2.0,21.381189142325128 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-74.92177198135272 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 152.42627556343246 1.5707963267948966 flow_14_0 0 5.0 2.0,-229.7239259853188 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,74.95319905547166 -2.0 0.0 flow_13_0 0 5.0 2.0,-231.115 -2.0 0.0 flow_35_0 0 5.0 2.0,264.445 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -197.78500000000003 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -59.595160490723717 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -28.06195242499581 1.5707963267948966 flow_19_0 0 5.0 2.0,-5.827633625500141 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -296.0 1.5707963267948966 flow_42_0 0 5.0 2.0,2.0 -17.380359178214463 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -242.225 1.5707963267948966 flow_36_0 0 5.0 2.0,-13.875965987734333 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -164.455 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -44.59516049072374 1.5707963267948966 flow_23_0 0 5.0 2.0,-175.565 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -131.12499999999998 1.5707963267948966 flow_31_0 0 5.0 2.0,229.7550408137808 -2.0 0.0 flow_11_0 0 5.0 2.0,5.833873719536655 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -275.0 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r,road_1_0_1 r,road_1_2_3 r,road_2_1_2 r,
2.0 19.95132463151549 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -36.31606410997267 1.5707963267948966 flow_22_0 0 5.0 2.0,-253.33499999999999 -2.0 0.0 flow_38_0 0 5.0 2.0,-21.375965987734334 -2.0 0.0 flow_24_0 0 5.0 2.0,13.881189142325127 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-284.0 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -5.653986191089018 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 97.79499999999996 -1.5707963267948966 flow_30_0 0 5.0 2.0,-299.0 -2.0 0.0 flow_41_0 0 5.0 2.0,2.0 -52.09516049072374 1.5707963267948966 flow_26_0 0 5.0 2.0,21.381189142325128 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-86.03177198135272 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 163.53627556343248 1.5707963267948966 flow_14_0 0 5.0 2.0,-240.83392598531888 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,86.06319905547166 -2.0 0.0 flow_13_0 0 5.0 2.0,-220.005 -2.0 0.0 flow_35_0 0 5.0 2.0,253.33499999999999 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -186.675 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -59.595160490723717 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -26.814587191083946 1.5707963267948966 flow_19_0 0 5.0 2.0,-5.827633625500141 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -291.0 1.5707963267948966 flow_42_0 0 5.0 2.0,2.0 -14.42047990787421 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -231.115 1.5707963267948966 flow_36_0 0 5.0 2.0,-13.875965987734333 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -153.34500000000004 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -44.59516049072374 1.5707963267948966 flow_23_0 0 5.0 2.0,-164.455 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -120.01499999999999 1.5707963267948966 flow_31_0 0 5.0 2.0,240.86504081378079 -2.0 0.0 flow_11_0 0 5.0 2.0,5.833873719536655 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -264.445 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r,road_1_0_1 r,road_1_2_3 r,road_2_1_2 r,
2.0 30.50632463151549 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -35.31606410997267 1.5707963267948966 flow_22_0 0 5.0 2.0,-242.225 -2.0 0.0 flow_38_0 0 5.0 2.0,-21.375965987734334 -2.0 0.0 flow_24_0 0 5.0 2.0,13.881189142325127 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-275.0 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -5.653986191089018 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 86.68499999999995 -1.5707963267948966 flow_30_0 0 5.0 2.0,-296.0 -2.0 0.0 flow_41_0 0 5.0 2.0,2.0 -52.09516049072374 1.5707963267948966 flow_26_0 0 5.0 2.0,21.381189142325128 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-97.14177198135272 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 174.64627556343246 1.5707963267948966 flow_14_0 0 5.0 2.0,-251.94392598531887 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,97.17319905547166 -2.0 0.0 flow_13_0 0 5.0 2.0,-208.895 -2.0 0.0 flow_35_0 0 5.0 2.0,242.225 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -175.565 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -59.595160490723717 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -23.925505231453714 1.5707963267948966 flow_19_0 0 5.0 2.0,-5.827633625500141 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -284.0 1.5707963267948966 flow_42_0 0 5.0 2.0,2.0 -13.694250948751517 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -220.005 1.5707963267948966 flow_36_0 0 5.0 2.0,-13.875965987734333 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -142.23500000000005 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -44.59516049072374 1.5707963267948966 flow_23_0 0 5.0 2.0,-153.34500000000004 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -108.90499999999997 1.5707963267948966 flow_31_0 0 5.0 2.0,251.97504081378086 -2.0 0.0 flow_11_0 0 5.0 2.0,5.833873719536655 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -253.33499999999999 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r,road_1_0_1 r,road_1_2_3 r,road_2_1_2 r,
2.0 41.61632463151549 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -32.53179259719917 1.5707963267948966 flow_22_0 0 5.0 2.0,-231.115 -2.0 0.0 flow_38_0 0 5.0 2.0,-21.375965987734334 -2.0 0.0 flow_24_0 0 5.0 2.0,13.881189142325127 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-264.445 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -5.653986191089018 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 75.57499999999993 -1.5707963267948966 flow_30_0 0 5.0 2.0,-291.0 -2.0 0.0 flow_41_0 0 5.0 2.0,2.0 -52.09516049072374 1.5707963267948966 flow_26_0 0 5.0 2.0,21.381189142325128 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-108.25177198135272 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 185.75627556343253 1.5707963267948966 flow_14_0 0 5.0 2.0,-263.05392598531889 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,108.28319905547166 -2.0 0.0 flow_13_0 0 5.0 2.0,-197.78500000000003 -2.0 0.0 flow_35_0 0 5.0 2.0,231.115 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -164.455 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -59.595160490723717 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -21.678851606077218 1.5707963267948966 flow_19_0 0 5.0 2.0,-5.827633625500141 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -275.0 1.5707963267948966 flow_42_0 0 5.0 2.0,2.0 -13.694250948751517 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -208.895 1.5707963267948966 flow_36_0 0 5.0 2.0,-13.875965987734333 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -131.12499999999998 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -43.59516049072374 1.5707963267948966 flow_23_0 0 5.0 2.0,-142.23500000000005 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -97.79499999999996 1.5707963267948966 flow_31_0 0 5.0 2.0,263.08504081378086 -2.0 0.0 flow_11_0 0 5.0 2.0,5.833873719536655 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -242.225 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r,road_1_0_1 r,road_1_2_3 r,road_2_1_2 r,
2.0 52.72632463151549 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -29.630482500702557 1.5707963267948966 flow_22_0 0 5.0 2.0,-220.005 -2.0 0.0 flow_38_0 0 5.0 2.0,-21.375965987734334 -2.0 0.0 flow_24_0 0 5.0 2.0,13.881189142325127 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-253.33499999999999 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -5.653986191089018 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 64.46499999999992 -1.5707963267948966 flow_30_0 0 5.0 2.0,-284.0 -2.0 0.0 flow_41_0 0 5.0 2.0,2.0 -51.34516049072374 1.5707963267948966 flow_26_0 0 5.0 2.0,21.381189142325128 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-119.3617719813527 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 196.8662755634325 1.5707963267948966 flow_14_0 0 5.0 2.0,-274.1639259853189 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,119.39319905547166 -2.0 0.0 flow_13_0 0 5.0 2.0,-299.0 -2.0 0.0 flow_43_0 0 5.0 2.0,-186.675 -2.0 0.0 flow_35_0 0 5.0 2.0,220.005 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -153.34500000000004 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -59.595160490723717 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -21.575915746246439 1.5707963267948966 flow_19_0 0 5.0 2.0,-4.827633625500141 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -264.445 1.5707963267948966 flow_42_0 0 5.0 2.0,2.0 -13.694250948751517 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -197.78500000000003 1.5707963267948966 flow_36_0 0 5.0 2.0,-13.875965987734333 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -120.01499999999999 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -40.868778306909408 1.5707963267948966 flow_23_0 0 5.0 2.0,-131.12499999999998 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -86.68499999999995 1.5707963267948966 flow_31_0 0 5.0 2.0,274.19504081378087 -2.0 0.0 flow_11_0 0 5.0 2.0,4.833873719536655 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -231.115 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 g,road_1_0_1 r,road_1_2_3 r,road_2_1_2 g,
2.0 63.83632463151549 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -29.075915746246495 1.5707963267948966 flow_22_0 0 5.0 2.0,-208.895 -2.0 0.0 flow_38_0 0 5.0 2.0,-21.375965987734334 -2.0 0.0 flow_24_0 0 5.0 2.0,12.881189142325127 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-242.225 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -5.653986191089018 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 53.354999999999908 -1.5707963267948966 flow_30_0 0 5.0 2.0,-275.0 -2.0 0.0 flow_41_0 0 5.0 2.0,2.0 -48.95933118043516 1.5707963267948966 flow_26_0 0 5.0 2.0,21.381189142325128 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-130.47177198135274 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 207.97627556343253 1.5707963267948966 flow_14_0 0 5.0 2.0,-285.2739259853189 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,130.50319905547168 -2.0 0.0 flow_13_0 0 5.0 2.0,-296.0 -2.0 0.0 flow_43_0 0 5.0 2.0,-175.565 -2.0 0.0 flow_35_0 0 5.0 2.0,208.895 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -142.23500000000005 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -59.595160490723717 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -21.575915746246439 1.5707963267948966 flow_19_0 0 5.0 2.0,-1.827633625500141 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -253.33499999999999 1.5707963267948966 flow_42_0 0 5.0 2.0,2.0 -13.694250948751517 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -186.675 1.5707963267948966 flow_36_0 0 5.0 2.0,-12.875965987734333 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -108.90499999999997 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -37.671329245109067 1.5707963267948966 flow_23_0 0 5.0 2.0,-120.01499999999999 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -76.7120320981447 1.5707963267948966 flow_31_0 0 5.0 2.0,285.30504081378089 -2.0 0.0 flow_11_0 0 5.0 2.0,1.8338737195366549 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -220.005 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 g,road_1_0_1 r,road_1_2_3 r,road_2_1_2 g,
2.0 74.9463246315155 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -29.075915746246495 1.5707963267948966 flow_22_0 0 5.0 2.0,-197.78500000000003 -2.0 0.0 flow_38_0 0 5.0 2.0,-20.625965987734334 -2.0 0.0 flow_24_0 0 5.0 2.0,10.071726057767421 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-231.115 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -5.653986191089018 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 42.24499999999989 -1.5707963267948966 flow_30_0 0 5.0 2.0,-264.445 -2.0 0.0 flow_41_0 0 5.0 2.0,2.0 -45.77168810748415 1.5707963267948966 flow_26_0 0 5.0 2.0,20.631189142325128 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-141.58177198135273 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 219.08627556343255 1.5707963267948966 flow_14_0 0 5.0 2.0,-296.3839259853189 2.0 3.141592653589793 flow_7_0 0 5.0 2.0,141.61319905547166 -2.0 0.0 flow_13_0 0 5.0 2.0,-291.0 -2.0 0.0 flow_43_0 0 5.0 2.0,-164.455 -2.0 0.0 flow_35_0 0 5.0 2.0,197.78500000000003 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -131.12499999999998 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -58.59516049072374 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -21.575915746246439 1.5707963267948966 flow_19_0 0 5.0 2.0,3.172366374499859 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -242.225 1.5707963267948966 flow_42_0 0 5.0 2.0,2.0 -13.694250948751517 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -175.565 1.5707963267948966 flow_36_0 0 5.0 2.0,-10.066299515287483 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -97.79499999999996 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -36.70953468532798 1.5707963267948966 flow_23_0 0 5.0 2.0,-108.90499999999997 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -69.87068987480527 1.5707963267948966 flow_31_0 0 5.0 2.0,296.4150408137809 -2.0 0.0 flow_11_0 0 5.0 2.0,-3.166126280463345 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -208.895 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r,road_1_0_1 r,road_1_2_3 r,road_2_1_2 r,
2.0 86.0563246315155 1.5707963267948966 flow_15_0 0 5.0 2.0,2.0 -29.075915746246495 1.5707963267948966 flow_22_0 0 5.0 2.0,-186.675 -2.0 0.0 flow_38_0 0 5.0 2.0,-18.19016610426621 -2.0 0.0 flow_24_0 0 5.0 2.0,7.357531430930862 2.0 3.141592653589793 flow_27_0 0 5.0 2.0,-220.005 -2.0 0.0 flow_40_0 0 5.0 2.0,2.0 -5.653986191089018 1.5707963267948966 flow_17_0 0 5.0 2.0,-2.0 31.134999999999878 -1.5707963267948966 flow_30_0 0 5.0 2.0,-253.33499999999999 -2.0 0.0 flow_41_0 0 5.0 2.0,2.0 -44.70140990571153 1.5707963267948966 flow_26_0 0 5.0 2.0,18.195511291590493 2.0 3.141592653589793 flow_28_0 0 5.0 2.0,-152.6917719813527 2.0 3.141592653589793 flow_21_0 0 5.0 2.0,2.0 230.19627556343256 1.5707963267948966 flow_14_0 0 5.0 2.0,-299.0 -2.0 0.0 flow_44_0 0 5.0 2.0,152.72319905547168 -2.0 0.0 flow_13_0 0 5.0 2.0,-284.0 -2.0 0.0 flow_43_0 0 5.0 2.0,-153.34500000000004 -2.0 0.0 flow_35_0 0 5.0 2.0,186.675 2.0 3.141592653589793 flow_37_0 0 5.0 2.0,2.0 -120.01499999999999 1.5707963267948966 flow_34_0 0 5.0 2.0,2.0 -55.60974050901086 1.5707963267948966 flow_29_0 0 5.0 2.0,2.0 -21.575915746246439 1.5707963267948966 flow_19_0 0 5.0 2.0,10.172366374499859 -2.0 0.0 flow_16_0 0 5.0 2.0,2.0 -231.115 1.5707963267948966 flow_42_0 0 5.0 2.0,2.0 -13.694250948751517 1.5707963267948966 flow_18_0 0 5.0 2.0,2.0 -164.455 1.5707963267948966 flow_36_0 0 5.0 2.0,-7.351799806617237 -2.0 0.0 flow_20_0 0 5.0 2.0,2.0 -87.1704631106642 1.5707963267948966 flow_32_0 0 5.0 2.0,2.0 -36.70953468532798 1.5707963267948966 flow_23_0 0 5.0 2.0,-97.79499999999996 -2.0 0.0 flow_33_0 0 5.0 2.0,2.0 -66.26841149914609 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.166126280463346 2.0 3.141592653589793 flow_25_0 0 5.0 2.0,2.0 -197.78500000000003 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r,road_1_0_1 r,road_1_2_3 r,road_2_1_2 r,
